Ano,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Pedra,Defasagem,Fase,Genero,Idade,Ano_Ingresso,Aluno_ID,Ponto_Virada
2022,7.957,10.0,11.0,9.1,7.9,5.6,7.852067498615032,8.083,Ametista,2,4.0,Feminino,11.0,2018,RA-161,Não
2022,7.215,10.0,14.0,8.5,6.7,7.5,7.356134343518231,6.542,Ametista,0,4.0,Feminino,14.0,2021,RA-162,Não
2022,6.797,5.0,15.0,7.9,8.8,5.6,6.936062210983918,6.5,Ágata,-1,4.0,Feminino,15.0,2021,RA-163,Não
2022,6.776,5.0,16.0,7.3,8.3,5.6,7.503337399528833,7.208,Ágata,-2,4.0,Masculino,16.0,2018,RA-164,Não
2022,8.063,10.0,14.0,9.8,7.1,5.6,7.805265220450434,7.5,Topázio,0,4.0,Feminino,14.0,2017,RA-165,Não
2022,8.253,10.0,14.0,9.0,9.2,6.3,7.331674193040012,7.542,Topázio,0,4.0,Masculino,14.0,2020,RA-166,Não
2022,7.798,5.0,16.0,9.7,9.2,5.6,8.011572236915278,7.833,Ametista,-2,4.0,Feminino,16.0,2018,RA-167,Não
2022,6.917,5.0,15.0,8.3,7.9,6.3,7.273191518881582,7.083,Ágata,-1,4.0,Feminino,15.0,2018,RA-168,Não
2022,5.159,5.0,15.0,5.1,7.5,6.3,6.282590490691243,4.792,Quartzo,-1,4.0,Feminino,15.0,2018,RA-169,Não
2022,7.007,10.0,14.0,9.2,8.3,5.6,7.147248098825951,5.792,Ágata,0,4.0,Feminino,14.0,2018,RA-170,Não
2022,6.581,5.0,16.0,6.8,7.5,7.5,7.569679739474706,6.875,Ágata,-2,4.0,Masculino,16.0,2022,RA-171,Não
2022,8.673,10.0,14.0,8.9,9.2,9.4,8.192424022361614,8.917,Topázio,0,4.0,Feminino,14.0,2018,RA-172,Sim
2022,7.816,2.5,17.0,9.2,8.3,6.9,7.708508017617277,9.25,Ametista,-3,4.0,Masculino,17.0,2019,RA-173,Sim
2022,6.075,5.0,15.0,6.2,7.9,7.5,6.871601961397538,6.042,Ágata,-1,4.0,Feminino,15.0,2019,RA-174,Não
2022,6.75,5.0,15.0,9.2,8.3,5.6,6.810493982088851,5.833,Ágata,-1,4.0,Feminino,15.0,2018,RA-175,Não
2022,8.427,10.0,13.0,9.1,9.6,5.6,7.924995567503816,9.083,Topázio,0,3.0,Feminino,13.0,2018,RA-176,Sim
2022,7.424,10.0,13.0,8.8,7.9,4.4,7.449086116019655,6.958,Ametista,0,3.0,Feminino,13.0,2022,RA-177,Não
2022,7.025,10.0,13.0,8.8,0.0,4.4,7.757507931417294,8.458,Ágata,0,3.0,Feminino,13.0,2016,RA-178,Sim
2022,7.993,10.0,12.0,9.2,7.5,7.5,7.601043410796189,8.042,Ametista,0,3.0,Masculino,12.0,2022,RA-179,Não
2022,8.442,10.0,12.0,8.3,9.2,6.3,7.7863233482257925,8.625,Topázio,0,3.0,Masculino,12.0,2018,RA-180,Sim
2022,8.623,10.0,13.0,9.5,9.2,8.8,8.218499849948618,8.458,Topázio,0,3.0,Feminino,13.0,2019,RA-181,Sim
2022,6.328,2.5,16.0,8.0,7.5,7.5,7.35037503338745,6.958,Ágata,-3,3.0,Feminino,16.0,2021,RA-182,Não
2022,7.3,10.0,13.0,8.8,8.3,7.5,7.360722473096681,7.25,Ametista,0,3.0,Feminino,13.0,2022,RA-183,Não
2022,7.28,2.5,16.0,7.7,8.8,7.5,7.402622162700923,8.0,Ametista,-3,3.0,Masculino,16.0,2019,RA-184,Não
2022,6.615,5.0,15.0,7.7,7.9,7.5,7.083603931935822,6.875,Ágata,-2,3.0,Masculino,15.0,2021,RA-185,Não
2022,7.832,10.0,13.0,8.5,8.3,7.5,7.560060501878102,7.5,Ametista,0,3.0,Feminino,13.0,2019,RA-186,Não
2022,7.928,10.0,12.0,8.9,8.8,7.5,7.996693497588836,7.917,Ametista,0,3.0,Feminino,12.0,2019,RA-187,Não
2022,5.307,5.0,14.0,6.1,0.0,7.5,7.540575692387449,7.583,Quartzo,-1,3.0,Masculino,14.0,2021,RA-188,Não
2022,7.629,5.0,14.0,9.7,10.0,5.0,7.527143179996349,7.333,Ametista,-1,3.0,Masculino,14.0,2018,RA-189,Não
2022,7.335,10.0,13.0,6.9,6.7,8.8,6.9783138406362495,7.25,Ametista,0,3.0,Feminino,13.0,2022,RA-190,Não
